FID,CD_MUN,NM_MUN,EST_POP_19,Shape__Area,Shape__Length,COD_UF
1,4215604,Santa Rosa de Lima,2142,261710627.003906,106566.313846304,42
2,4205175,Entre Rios,3203,130780856.304688,72773.4519154512,42
3,4319372,São Pedro do Butiá,2947,138802841.503906,70370.9832785315,43
4,1100015,Alta Floresta D'Oeste,22945,7458273376.30273,655163.720092659,11
5,2511202,Pedras de Fogo,28458,416167802.902832,102455.086740377,25
6,1100023,Ariquemes,107863,4591759471.55518,446317.411322985,11
7,1100031,Cabixi,5312,1398193335.19824,196424.288375053,11
8,1100049,Cacoal,85359,3969130761.32275,333294.128884657,11
9,1100056,Cerejeiras,16323,2954156280.86816,391891.063104425,11
10,1100064,Colorado do Oeste,15882,1539601157.96191,184626.037382023,11
11,1100072,Corumbiara,7391,3241087086.75684,354193.032258424,11
12,1100080,Costa Marques,18331,5250348594.86133,570947.742705106,11
13,1100098,Espigão D'Oeste,32374,4729487601.40723,345573.077164884,11
14,1100106,Guajará-Mirim,46174,26011289618.5801,1028414.26028721,11
15,1100114,Jaru,51775,3066274681.59961,441779.270322905,11
16,1100148,Nova Brasilândia D'Oeste,20474,1786319738.13867,290080.175264657,11
17,1100155,Ouro Preto do Oeste,36035,2051798189.80859,309458.498263088,11
18,1100189,Pimenta Bueno,36660,6557812112.01709,566394.864989629,11
19,1100254,Presidente Médici,18986,1838387590.15576,278131.345329704,11
20,1100262,Rio Crespo,3764,1778561380.9043,211120.243090755,11
21,1100288,Rolim de Moura,55058,1530174268.53125,199757.11486528,11
22,1100296,Santa Luzia D'Oeste,6495,1259874618.59375,202213.431325771,11
23,1100320,São Miguel do Guaporé,23005,7823781785.8291,717229.20602191,11
24,1100338,Nova Mamoré,30583,10475553808.5444,650144.514541005,11
25,1100346,Alvorada D'Oeste,14411,3170012951.47705,448230.301804919,11
26,1100379,Alto Alegre dos Parecis,13241,4181300910.09961,477689.742907017,11
27,1100403,Alto Paraíso,21428,2745894167.15869,405746.767090695,11
28,1100502,Novo Horizonte do Oeste,8538,884943024.899414,157128.045189935,11
29,1100601,Cacaulândia,6230,2039761979.11914,196389.658371236,11
30,1100700,Campo Novo de Rondônia,14139,3582343938.75,391960.900674388,11
31,1100809,Candeias do Jamari,26693,7056327333.54492,747180.212986772,11
32,1100908,Castanheiras,3052,935375008.935547,165518.234531513,11
33,1100924,Chupinguaia,11182,5413465484.08691,479891.24874409,11
34,1100940,Cujubim,25215,3990043400.89502,404607.55281468,11
35,1101005,Governador Jorge Teixeira,7767,5282952216.37891,409830.482743309,11
36,1101104,Itapuã do Oeste,10458,4214731091.63428,469602.833629072,11
37,2104107,Fortaleza dos Nogueiras,12631,1893761289.73438,337075.410026569,21
38,2106706,Mirador,21015,8686896023.17798,584569.935240618,21
39,2106359,Marajá do Sena,7792,1421481857.29712,222561.314847917,21
40,2709400,Viçosa,25733,380293959.362549,102925.577410853,27
41,2709301,União dos Palmares,65611,433969116.245361,117365.267435806,27
42,2708303,São José da Laje,23927,264708368.200928,83546.6573168122,27
43,2504900,Cruz do Espírito Santo,17319,196823010.181885,70145.0559960945,25
44,2705804,Olho d'Água do Casado,9373,338876716.954346,100223.926061309,27
45,2708105,Santana do Mundaú,10740,239690339.358643,81318.7331781387,27
46,2705507,Murici,28236,431960692.102539,108770.881888277,27
47,2700102,Água Branca,20196,483765323.315918,114772.725045682,27
48,5300108,Brasília,3015268,6256690191.24219,436265.058525414,53
49,2703809,Joaquim Gomes,23993,307745479.337158,115708.394861976,27
50,2703007,Ibateguara,15616,273642028.65625,77733.8557345112,27
51,2702801,Flexeiras,12790,344788524.251465,101690.262102785,27
52,2701902,Chã Preta,7311,163046049.16748,59008.9790525181,27
53,2701704,Capela,17053,272608150.367676,105208.839637438,27
54,2701100,Branquinha,10494,173579315.223877,83110.0519831076,27
55,2111607,São Raimundo das Mangabeiras,18868,3598203826.354,311577.446714493,21
56,2111722,Satubinha,13914,446861559.137451,137731.025564752,21
57,2111748,Senador Alexandre Costa,11141,432919132.408447,97753.4502619343,21
58,2102754,Capinzal do Norte,10934,598450286.235596,117628.146149373,21
59,2102804,Carolina,24322,6592330119.45947,650760.229710052,21
60,2703601,Japaratinga,8361,88098898.1520996,48031.6230951059,27
61,2704500,Maragogi,32704,344653254.103271,82899.5968759148,27
62,2706448,Paripueira,13176,95958769.4567871,56095.1385651699,27
63,5101407,Aripuanã,22354,26083646572.6211,1022180.5951967,51
64,5102850,Castanheira,8729,4081396067.23877,350462.834889214,51
65,5105150,Juína,40997,27451145463.4434,1081954.67540737,51
66,4309951,Ibirapuitã,4013,400117342.166016,130014.235336768,43
67,4312674,Nicolau Vergueiro,1682,201502804.960938,91194.8316472739,43
68,4320800,Soledade,31002,1589189338.66406,343379.093034481,43
69,4321469,Tio Hugo,3030,148304880.998047,78692.12760584,43
70,4301925,Barra do Rio Azul,1690,187225500.988281,91276.4960853411,43
71,4300901,Aratiba,6235,435835218.640625,146774.322943168,43
72,4301701,Barão de Cotegipe,6623,332784889.15625,93306.0101529486,43
73,4310702,Itatiba do Sul,3324,270647010.683594,129821.20103281,43
74,2510303,Nova Palmeira,4906,321153405.428955,100638.713494629,25
75,2103109,Cedral,10675,283481036.293396,113979.653586737,21
76,2925204,Pojuca,39519,332081334.462891,110016.143283648,29
77,2103307,Codó,122859,4418931870.55493,423388.816472067,21
78,2103406,Coelho Neto,49435,987455081.383301,157035.216630302,21
79,2103752,Davinópolis,12908,341230179.873047,102247.572030503,21
80,2103802,Dom Pedro,23350,363657083.731445,100055.505970392,21
81,2104073,Feira Nova do Maranhão,8504,1505386627.55615,190723.130804313,21
82,2510808,Patos,107605,483151279.523682,163772.435909791,25
83,4323309,Vila Flores,3385,140853299.550781,65998.9123947111,43
84,2103901,Duque Bacelar,11349,321690179.850342,99779.7908055845,21
85,2104206,Fortuna,15552,706471889.391846,153734.254305572,21
86,2507309,Jacaraú,14431,261987604.165771,99242.7059537414,25
87,4206009,Governador Celso Ramos,14471,162390350.635742,72689.383076234,42
88,4202305,Biguaçu,68481,466112922.824219,121734.25628753,42
89,5002209,Bonito,21976,6198461018.7832,541474.104461479,50
90,2104503,Governador Archer,10840,452240710.639648,113855.370460517,21
91,2104552,Governador Edison Lobão,18296,626149777.906738,147149.419293371,21
92,2104602,Governador Eugênio Barros,16828,829700164.547607,175321.625028905,21
93,2104628,Governador Luiz Rocha,7807,379169520.416992,133695.152632818,21
94,2112001,Tasso Fragoso,8521,4505996775.96338,433962.262457171,21
95,2112100,Timbiras,29124,1504389780.65332,194014.655870875,21
96,2112407,Turiaçu,35604,2612109530.69824,333944.159256214,21
97,2106805,Mirinzal,14962,693269710.72937,148857.433523861,21
98,2107258,Nova Colinas,5384,759721009.915527,127789.390035146,21
99,2107308,Nova Iorque,4683,997081935.878174,202496.392716033,21
100,2107357,Nova Olinda do Maranhão,20928,2475399292.56494,320472.242393525,21
101,2107407,Olho d'Água das Cunhãs,19505,703562287.024658,137146.492555348,21
102,2109403,Primeira Cruz,15315,1346701705.46277,229022.847843345,21
103,2109700,Sambaíba,5671,2537356164.18237,445518.051652208,21
104,2110278,Santo Amaro do Maranhão,15846,1598828441.27661,231361.896148191,21
105,2510600,Ouro Velho,3039,131245214.329346,61355.8398178936,25
106,2104404,Gonçalves Dias,17934,896686144.537109,141184.106907177,21
107,2509396,Maturéia,6569,84960797.8007813,49239.7314528833,25
108,2508109,Lagoa,4666,180179788.244873,66731.9358471721,25
109,2100105,Afonso Cunha,6524,375824377.032715,93081.5992121905,21
110,2100154,Água Doce do Maranhão,12571,447425927.030029,127342.544982236,21
111,2100303,Aldeias Altas,26532,1967207630.5564,224233.728790356,21
112,2100501,Alto Parnaíba,11190,11517880737.8486,569296.860866074,21
113,2100550,Amapá do Maranhão,6962,506222879.979675,101922.883064079,21
114,2104677,Governador Nunes Freire,25577,1045453247.5116,176286.571755704,21
115,2104701,Graça Aranha,6262,275701273.079102,95013.865306377,21
116,2105005,Humberto de Campos,28717,1729478719.48877,332455.351127183,21
117,2110237,Santana do Maranhão,13386,941191123.092773,167269.935325161,21
118,2110658,São Domingos do Azeitão,7392,981119859.141357,150956.187912404,21
119,2110708,São Domingos do Maranhão,34376,1170889472.33813,197188.726264275,21
120,2110807,São Félix de Balsas,4585,2077327049.8269,267311.857216674,21
121,2509701,Monteiro,33222,1018333933.38647,172104.723318369,25
122,2105104,Icatu,27113,1134700944.10901,216463.039336273,21
123,2105302,Imperatriz,258682,1390097954.06104,224346.224916292,21
124,2105450,Jatobá,10153,601559930.512939,121456.351820883,21
125,2108009,Pastos Bons,19472,1668292903.88208,221634.03147948,21
126,2108058,Paulino Neves,16035,988763824.633667,160624.380014792,21
127,2108454,Peritoró,23196,835172122.875732,115501.12495994,21
128,2108702,Pio XII,21485,551272381.772461,131328.065955688,21
129,2109056,Porto Rico do Maranhão,5975,250572096.087708,119801.232265658,21
130,2510105,Nova Floresta,10638,48499113.394043,35531.5796297091,25
131,2100907,Araioses,46440,1803173537.20325,267386.293389262,21
132,2101103,Axixá,12130,160956772.899536,73072.8994963,21
133,2101400,Balsas,94887,13505292923.6135,915503.444144564,21
134,2101806,Benedito Leite,5632,1821389848.87915,307515.999868448,21
135,1101302,Mirante da Serra,10947,1245289316.94922,221087.17702665,11
136,1101401,Monte Negro,15852,2006678046.75146,265412.881455711,11
137,1101435,Nova União,6970,842260174.397461,116158.670329464,11
138,1101450,Parecis,6074,2685472901.71777,254999.118929519,11
139,1101468,Pimenteiras do Oeste,2169,6382817744.94922,804340.732914755,11
140,1101476,Primavera de Rondônia,2856,636401932.322266,147509.982650347,11
141,1101484,São Felipe D'Oeste,5172,569213131.686523,128983.007085115,11
142,1101492,São Francisco do Guaporé,20266,11557415502.1172,724781.102228649,11
143,1101500,Seringueiras,11856,3962730081.04199,427181.052642846,11
144,1101559,Teixeirópolis,4308,480163672.290527,106636.423361374,11
145,1101609,Theobroma,10444,2281787436.94385,293416.815207919,11
146,1101708,Urupá,11467,869279144.27002,176739.258803794,11
147,1101807,Vale do Paraíso,6825,1004388599.94043,188338.096562513,11
148,2508406,Lastro,2737,109545702.727539,63928.6133015628,25
149,2508703,Mãe d'Água,4009,233891745.738281,89731.3682614529,25
150,2102903,Carutapera,23807,1270166463.06683,303528.814192689,21
151,2105658,Junco do Maranhão,3432,568964549.18573,120466.750517418,21
152,2105708,Lago da Pedra,50266,1257280215.26196,223258.426158938,21
153,2106003,Lima Campos,11893,326134950.672852,87522.5366665127,21
154,2106102,Loreto,12157,3678505548.32227,350722.922788423,21
155,2106201,Luís Domingues,6951,475761898.335144,163956.595430641,21
156,2103174,Centro Novo do Maranhão,21622,8482670647.24988,800485.682120197,21
157,4303301,Caibaté,4846,338534435.083984,120083.773801922,43
158,2110401,São Benedito do Rio Preto,18663,940986651.925781,144476.254144001,21
159,2110609,São Bernardo,28507,1017067970.8324,143795.657362524,21
160,5104203,Guiratinga,15141,5511285089.84863,637042.317430972,51
161,2111078,São João do Soter,18543,1458859370.9668,189133.732812094,21
162,2408201,Nísia Floresta,27602,313232077.991699,85414.4400453768,24
163,2412203,São José de Mipibu,43899,295192593.754395,100459.296794945,24
164,2414803,Vera Cruz,12481,85632053.0998535,57417.6908991166,24
165,2407807,Monte Alegre,22451,215078022.837158,81106.8203154094,24
166,2405306,Januário Cicco,10181,173857172.621338,76461.4412245989,24
167,2507705,Juazeirinho,18171,485028515.693604,107199.353776964,25
168,4219176,Vargem Bonita,4492,378772194.460938,136525.072813169,42
169,4218509,Treze Tílias,7840,234991670.148438,109146.854666589,42
170,4204004,Catanduvas,10861,252067301.736328,111604.114554977,42
171,4210035,Luzerna,5685,148320590.337891,75036.8530628826,42
172,2930154,Serra do Ramalho,31472,2490142389.8999,253973.869285011,29
173,2907103,Carinhanha,29018,2699398308.97656,363545.830623264,29
174,2920205,Malhada,16845,2118768466.78809,373100.143535995,29
175,2402600,Ceará-Mirim,73497,736634265.071045,126969.459164472,24
176,3202603,Iconha,13860,233931989.917969,86726.3057841073,32
177,3200300,Alfredo Chaves,14601,705895812.475586,193453.431174968,32
178,2306504,Itapiúna,20382,601041331.763062,158054.857401355,23
179,2708709,São Miguel dos Milagres,7951,79262139.3161621,41512.6949572906,27
180,2707404,Porto de Pedras,7786,265452951.029053,96035.0314530421,27
181,2700508,Barra de Santo Antônio,15932,135812881.309326,78035.2634794866,27
182,2102309,Buriti Bravo,23884,1609373372.4126,207525.235416152,21
183,2102358,Buritirana,15430,831528477.721191,141915.924777992,21
184,2510709,Passagem,2419,126165509.260742,53609.0185448343,25
185,4322004,Triunfo,29538,1090472316.51563,188664.878253872,43
186,4304606,Canoas,346616,174667352.644531,54357.8754120124,43
187,4313375,Nova Santa Rita,29300,290567558.060547,95956.6666715199,43
188,4206801,Ibicaré,3202,198156956.384766,102760.54396817,42
189,4206702,Herval d'Oeste,22606,274837295.988281,92439.1163709933,42
190,4200408,Água Doce,7145,1661336251.32227,315853.9826214,42
191,4120903,Quedas do Iguaçu,34103,1011971488.90137,232720.698734836,41
192,4105003,Catanduvas,10189,714114769.952148,221963.386710122,41
193,5003454,Deodápolis,12924,970573640.572266,172638.617270827,50
194,4311700,Machadinho,5445,428352445.861328,152921.388113694,43
195,4127700,Toledo,140635,1456412884.47656,327828.716843683,41
196,4104808,Cascavel,328454,2570256255.0957,422795.056497157,41
197,4104303,Campo Mourão,94859,903717629.166992,177778.20727274,41
198,4113734,Luiziana,7262,1109498546.91602,233504.61490307,41
199,4318903,São Luiz Gonzaga,33468,1681040974.95313,363327.931550757,43
200,4115705,Matinhos,34720,145966811.738281,82362.0012509177,41
201,4119954,Pontal do Paraná,27284,247606358.480469,114743.945786626,41
202,4109500,Guaraqueçaba,7636,2475635328.7832,305692.054780487,41
203,4320305,Selbach,5100,230062646.083984,117660.817800389,43
204,4311205,Júlio de Castilhos,19293,2544070386.31445,482810.285425692,43
205,4313102,Nova Palma,6512,416221217.726563,137292.568846263,43
206,4314472,Pinhal Grande,4350,630779709.050781,155525.193311998,43
207,3200136,Águia Branca,9642,510848547.567383,186384.654360101,32
208,3200169,Água Doce do Norte,11019,529701257.633789,172919.193118209,32
209,4315073,Porto Vera Cruz,1360,146488123.5,85033.4317021866,43
210,3200359,Alto Rio Novo,7836,256025364.560547,103904.885547278,32
211,4315107,Porto Xavier,10246,361990172.568359,103490.052723257,43
212,3200409,Anchieta,29263,470671412.960938,153429.471882166,32
213,4319307,São Paulo das Missões,5790,288277713.310547,102051.611218442,43
214,3200508,Apiacá,7567,223897091.692383,101494.938464411,32
215,3200607,Aracruz,101220,1612031010.75488,200882.053338677,32
216,2508802,Malta,5759,175659208.302979,87214.2929628725,25
217,2106300,Magalhães de Almeida,19826,437508752.667358,114747.925081363,21
218,3205010,Sooretama,30070,660695671.491211,149518.710244621,32
219,3205101,Viana,78239,357287336.285156,135051.179589099,32
220,3205150,Vila Pavão,9208,484997189.848633,147045.00415855,32
221,3205176,Vila Valério,14080,528692931.697266,130668.868791746,32
222,1101203,Ministro Andreazza,9660,834315999.218262,147977.706890269,11
223,2112852,Vila Nova dos Martírios,13392,1206114368.10864,165053.135855691,21
224,1501907,Bujaru,29132,1002199505.0415,200724.577758132,15
225,1502756,Concórdia do Pará,33318,706064807.658081,139880.486015747,15
226,2111532,São Pedro da Água Branca,12690,731137064.999268,200809.117587959,21
227,1720309,São Sebastião do Tocantins,4805,293968106.520752,93145.62068205,17
228,1703800,Buriti do Tocantins,11348,256625970.906982,84328.3331346547,17
229,1702208,Araguatins,35761,2665208723.77734,349993.717558643,17
230,2505907,Emas,3522,253708539.079346,78078.1306308323,25
231,2512200,Prata,4209,206806251.841553,71729.2437109082,25
232,2909703,Cristópolis,13910,1108767088.60986,195209.470735487,29
233,2902500,Baianópolis,13877,3509476905.02539,318146.725434279,29
234,2901403,Angical,13977,1608989730.27734,221368.871471868,29
235,2907400,Catolândia,3577,740265953.039551,142579.069140038,29
236,4318804,São Lourenço do Sul,43582,2793658633.48828,371777.662703428,43
237,2504207,Catingueira,4932,539199725.710205,121337.441746078,25
238,2504355,Caturité,4852,120602065.25,60723.2734606036,25
239,2515807,Serra Redonda,7041,56436757.126709,37833.7914352838,25
240,2516904,Uiraúna,15242,298950952.677734,91767.6432444268,25
241,2501807,Bayeux,96880,28322041.5681152,35193.3389861932,25
242,2508604,Lucena,13080,95803720.7541504,53119.4974004481,25
243,2504033,Capim,6523,81576482.2189941,50632.8757818726,25
244,2512903,Rio Tinto,24176,474940572.280762,148187.52921846,25
245,2509305,Mataraca,8434,186062025.485107,72649.9158947103,25
246,2509057,Marcação,8558,125197319.350098,55771.6297740634,25
247,2508901,Mamanguape,44882,344362138.932861,137554.121472934,25
248,2501401,Baía da Traição,8993,104841783.692627,48740.218896821,25
249,2929206,São Francisco do Conde,39802,285030695.319336,86406.6481035067,29
250,1707108,Divinópolis do Tocantins,6900,2439329515.31299,418942.104456049,17
251,1700251,Abreulândia,2579,1960986711.1626,461401.171403036,17
252,1703107,Barrolândia,5632,723424519.565918,195774.573744654,17
253,1707207,Dois Irmãos do Tocantins,7198,3878024260.99658,439512.078092843,17
254,1713700,Monte Santo do Tocantins,2279,1114626617.15771,242411.458392254,17
255,3200805,Baixo Guandu,30998,1029309922.29004,286796.071016141,32
256,2513802,Santa Teresinha,4573,367386258.766846,88955.4018253104,25
257,3200904,Barra de São Francisco,44650,1057957954.9502,276569.404177912,32
258,3201001,Boa Esperança,15037,479195023.557617,153766.371911569,32
259,3201100,Bom Jesus do Norte,9936,102837952.219727,73926.3038539383,32
260,3201605,Conceição da Barra,31063,1321235604.20898,201915.249494454,32
261,3201803,Divino de São Lourenço,4304,199600949.354492,77401.660651336,32
262,3202009,Dores do Rio Preto,6749,182809256.867188,128391.684874192,32
263,3202207,Fundão,21509,326403171.230469,153182.16432529,32
264,3202256,Governador Lindenberg,12709,405833481.620117,128252.673100268,32
265,3202306,Guaçuí,30867,538185945.768555,178623.841098289,32
266,2600708,Aliança,38386,279438056.032471,93483.077088772,26
267,2804508,Nossa Senhora da Glória,36924,787826703.158203,216958.859166968,28
268,2801405,Carira,22082,664265670.32666,146862.206043351,28
269,2312908,Sobral,208935,2091542031.51184,428460.82395346,23
270,2501351,Assunção,3990,135051117.452637,55154.8618374518,25
271,4107124,Diamante do Sul,3439,424503609.614258,178718.364411997,41
272,4310009,Ibirubá,20350,790481842.822266,196624.592276052,43
273,2308203,Meruoca,15057,153262305.377319,69739.5671322269,23
274,2308005,Massapê,38737,573698585.841675,123239.550213048,23
275,2313609,Ubajara,34792,428448137.000977,142856.043037974,23
276,4311270,Lagoa dos Três Cantos,1609,180360610.990234,83848.6588363535,43
277,4316436,Saldanha Marinho,2650,287312737.679688,131578.56035376,43
278,2924207,Pedro Alexandre,16667,923390530.930176,185533.101250988,29
279,4305603,Colorado,3175,371864576.160156,145335.567050779,43
280,4312658,Não-Me-Toque,17624,469678586.482422,159588.984807456,43
281,4109302,Guaraniaçu,12472,1515473836.00488,417250.944751168,41
282,4128633,Doutor Ulysses,5580,944992743.163086,232635.707983521,41
283,4126306,Sengés,19327,1741543050.69727,322739.569847948,41
284,2304004,Coreaú,23136,758409604.172485,177700.474304906,23
285,4115457,Marquinho,4405,624149810.128906,280174.19131629,41
286,4113304,Laranjeiras do Sul,32073,828255113.071289,263078.094413736,41
287,4122008,Rio Azul,15236,741169871.493164,245678.181157292,41
288,3527702,Luiziânia,5790,193827527.086914,85083.0490564645,35
289,2506202,Frei Martinho,2989,243262869.642822,88135.1375153793,25
290,2506608,Ibiara,5929,246105264.449463,86743.1245527425,25
291,2506707,Imaculada,11819,325228558.716797,120493.982279529,25
292,2312403,São Gonçalo do Amarante,48422,851622296.66687,174536.183859979,23
293,2512762,Riachão do Poço,4509,41365779.6799316,29946.9694259131,25
294,2512788,Riacho de Santo Antônio,1948,95978550.434082,76258.7295681569,25
295,2513968,São Domingos,3073,173917370.511963,67283.3387512646,25
296,3202454,Ibatiba,26082,274382201.614258,116368.250171784,32
297,3202504,Ibiraçu,12479,228612417.990234,92067.8662968834,32
298,3202553,Ibitirama,8889,378977644.765625,143418.24238113,32
299,3202652,Irupi,13377,211254663.899414,137107.492153848,32
300,3202702,Itaguaçu,14066,606970167.298828,166320.583753739,32
301,3202900,Itarana,10555,335809446.59375,103102.692091154,32
302,3203007,Iúna,29161,526616937.5,265745.223142058,32
303,3203056,Jaguaré,30477,741451029.823242,178622.528572132,32
304,3203130,João Neiva,16668,322973011.981445,111350.558593786,32
305,3203163,Laranja da Terra,10947,520941657.40625,137962.231238381,32
306,3203205,Linhares,173555,3949686147.18652,444236.599348468,32
307,3203304,Mantenópolis,15350,360905778.030273,107253.333915748,32
308,3203320,Marataízes,38499,150411396.120117,74537.7958642733,32
309,3203346,Marechal Floriano,16694,326770413.613281,132934.779477817,32
310,3203353,Marilândia,12833,370343188.8125,117738.446610294,32
311,3203403,Mimoso do Sul,26153,1003732008.33105,252647.454100326,32
312,3203502,Montanha,18833,1223629938.59473,177330.579224138,32
313,3203601,Mucurici,5524,600953498.260742,124997.883873865,32
314,3203908,Nova Venécia,50110,1613074041.69727,310136.352549642,32
315,2504801,Coremas,15445,380172239.953613,98131.9154782214,25
316,2507002,Itaporanga,24692,470784697.016846,117242.007035416,25
317,2804201,Monte Alegre de Sergipe,15031,401619710.720703,153482.331558327,28
318,2517209,Vieirópolis,5348,150022035.123047,68641.8015116952,25
319,2517407,Zabelê,2240,109667455.430664,52919.6435358384,25
320,2503407,Cacimba de Areia,3682,217773365.756104,62691.1126203383,25
321,2504074,Caraúbas,4162,498911666.108887,119654.412809962,25
322,2515005,São Miguel de Taipu,7368,94517396.0427246,42256.1301630444,25
323,2516151,Sossêgo,3555,150277766.463623,64798.9487038464,25
324,2516300,Sumé,16966,853972217.148926,167431.008349963,25
325,2516607,Tavares,14726,245356850.478027,110682.274508238,25
326,2500403,Alagoa Nova,20849,131048934.974854,61246.0237987637,25
327,2500536,Alcantil,5492,317596402.220215,101165.340627423,25
328,2702603,Feira Grande,22166,182401708.450195,84543.7015980117,27
329,2701506,Campo Grande,9558,176509780.559082,70241.3310027883,27
330,2500106,Água Branca,10234,247418288.253662,83176.2292569745,25
331,2500775,Aparecida,8347,297545527.280273,94506.6742229162,25
332,2501534,Baraúna,4892,51035934.9914551,39550.4280650979,25
333,2501609,Barra de Santa Rosa,15384,797468048.116943,136866.035168455,25
334,2313104,Tabuleiro do Norte,30697,862196721.661377,157149.689440686,23
335,1200807,Porto Acre,18504,2696971855.91113,295079.087051369,12
336,1200708,Xapuri,19323,5568743194.98975,569625.742926498,12
337,1720200,São Miguel do Tocantins,12139,413737593.830322,114502.705737322,17
338,1720101,São Bento do Tocantins,5324,1125388139.37158,248679.072205972,17
339,1718303,Praia Norte,8432,306102978.503906,91543.8405277955,17
340,1710706,Itaguatins,5864,752438595.281494,123035.583974591,17
341,1702901,Axixá do Tocantins,9756,152686405.893311,67135.8130783295,17
342,1720804,Sítio Novo do Tocantins,9029,308441287.775391,116485.595823407,17
343,3156700,Sabará,136344,343649530.023438,145814.60525647,31
344,3305505,Saquarema,89170,416779659.162109,101474.631650755,33
345,3302700,Maricá,161207,428187730.628906,125810.604728094,33
346,1301803,Ipixuna,29689,12382494692.1255,706337.603025481,13
347,1301654,Guajará,16678,7755755392.146,538394.919939192,13
348,1200609,Tarauacá,42567,20727899875.2837,813649.330913183,12
349,1200427,Rodrigues Alves,18930,3155695579.2998,392893.502863704,12
350,1200393,Porto Walter,11982,6629978749.36572,444939.533666239,12
351,1200336,Mâncio Lima,18977,5583930275.8877,414296.047874306,12
352,1200203,Cruzeiro do Sul,88376,9009786607.73535,724673.153548894,12
353,1200450,Senador Guiomard,23024,2409392597.32617,313134.030565024,12
354,1200179,Capixaba,11733,1771221795.92432,260950.809460352,12
355,3106200,Belo Horizonte,2512070,376728196.654297,135217.946209068,31
356,2503753,Cajazeirinhas,3193,288782121.242188,93735.8343935198,25
357,4318705,São Leopoldo,236835,137145097.128906,68986.8634196354,43
358,4313409,Novo Hamburgo,246748,297680776.296875,111505.017286147,43
359,2511103,Pedra Lavrada,7843,342578871.989746,125513.404171022,25
360,2511400,Picuí,18703,680806711.275635,168304.211561485,25
361,2513505,Santana de Mangueira,5162,415113684.495117,112563.485998873,25
362,2505006,Cubati,7797,167024245.035645,59424.5984794168,25
363,2505204,Cuitegi,6803,42985663.8195801,28841.5566224982,25
364,3152006,Pompéu,31812,2873204022.62402,335932.476715283,31
365,3146909,Papagaios,15674,625318707.723633,185848.811196547,31
366,5204250,Cachoeira Dourada,8067,590436440.489258,161271.267234339,52
367,2516706,Teixeira,15161,158995543.957031,65493.7353548708,25
368,3120904,Curvelo,80129,3698768955.99707,597901.50223453,31
369,5209937,Inaciolândia,6194,773465325.832031,134599.347236398,52
370,5211503,Itumbiara,104742,2738630983.04688,450517.508783924,52
371,3204005,Pancas,23184,943809702.228516,218526.966757537,32
372,3204054,Pedro Canário,26184,482823498.75293,160492.227660255,32
373,3204104,Pinheiros,27047,1086282307.40918,224167.888939633,32
374,3204203,Piúma,21711,85199662.4130859,47706.7402636145,32
375,3204252,Ponto Belo,7863,401434275.179688,130107.287528595,32
376,3204302,Presidente Kennedy,11574,687260648.262695,145608.014230616,32
377,3204351,Rio Bananal,19141,723843225.626953,152412.120740933,32
378,3204401,Rio Novo do Sul,11622,235202771.029297,108223.864822224,32
379,1507102,São Caetano de Odivelas,18050,467401498.375427,168908.469976822,15
380,3204658,São Domingos do Norte,8638,336244630.967773,150906.646527031,32
381,3204708,São Gabriel da Palha,37947,488758002.144531,142195.305610676,32
382,3204807,São José do Calçado,10556,315288757.585938,113623.68836532,32
383,3204906,São Mateus,130611,2630376509.70996,327766.569054308,32
384,3204955,São Roque do Canaã,12415,387886013.620117,105650.222039404,32
385,1502608,Colares,12085,386749777.030396,99054.4357761766,15
386,1508209,Vigia,53686,404400536.470032,140875.243471248,15
387,2516755,Tenório,3058,89336260.0698242,58498.5282511529,25
388,2500734,Amparo,2238,125053116.591553,54920.487653113,25
389,2612208,Salgueiro,60930,1723902442.82178,265821.163404156,26
390,2502300,Bom Sucesso,4975,189692719.606934,63775.2550015395,25
391,2502607,Igaracy,6117,201469599.72998,78912.5109005327,25
392,2514008,São João do Cariri,4199,627502450.717773,137728.565937325,25
393,2513943,São Domingos do Cariri,2615,239535334.509521,86773.5049208083,25
394,2506509,Gurjão,3428,352381123.392578,112406.062356555,25
395,2503100,Cabaceiras,5611,480307829.359375,135277.249827759,25
396,2502151,Boa Vista,7051,479679723.913086,106793.950449248,25
397,2507507,João Pessoa,809015,214757498.719482,95620.0097882281,25
398,2514909,São Mamede,7724,544864369.835938,127094.576877982,25
399,2933000,Valente,28473,413417661.456055,99940.83211801,29
400,1720259,São Salvador do Tocantins,3082,1504813095.10742,278681.057943712,17
401,2505352,Damião,5330,189964315.633057,62909.9352371314,25
402,1715754,Palmeirópolis,7659,1807512169.56396,250830.485945472,17
403,1711506,Jaú do Tocantins,3849,2300463467.31836,432431.716299678,17
404,2514206,São José da Lagoa Tapada,7630,340887731.297363,88002.7462689277,25
405,2600054,Abreu e Lima,99990,129444904.933105,90799.3245814415,26
406,2505501,Vista Serrana,3798,61639052.1916504,44796.4974107153,25
407,2505600,Diamante,6552,278206594.453369,103296.176400161,25
408,2600104,Afogados da Ingazeira,37259,387164925.993652,109003.601191649,26
409,2600203,Afrânio,19635,1534654752.75073,238537.655695152,26
410,2600302,Agrestina,24885,206336526.343262,82996.2066994474,26
411,2600401,Água Preta,36771,549415862.95166,141801.918190547,26
412,2512721,Pedro Régis,6089,75724282.9658203,42872.0338309841,25
413,2601508,Belém de Maria,12073,77357414.2885742,57003.5339360859,26
