OBJECTID,Codigo_Municipio,Nome_municipio,Nome_Estado,GR,Pop_Total,Total_Medicos,Medicos_SUS,Medicos_100mil_hab_Ind,Medicos_SUS_100mil_hab_Ind,Shape__Area,Shape__Length
1,5200050,Abadia de Goiás,Goiás,Centro-Oeste,8773,16,16,182.37774991451,182.37774991451,0.0124816475622538,0.591110230038338
2,3100104,Abadia dos Dourados,Minas Gerais,Sudeste,6989,14,14,200.314780369151,200.314780369152,0.0753144965986507,1.95912445673287
3,5200100,Abadiânia,Goiás,Centro-Oeste,20042,16,16,79.8323520606726,79.8323520606726,0.0883201093906223,1.81134961906781
4,3100203,Abaeté,Minas Gerais,Sudeste,23237,51,48,219.477557343891,206.567112794251,0.155999091973342,2.43461286121149
5,1500107,Abaetetuba,Pará,Norte,157698,90,82,57.0711106038124,51.9981229945846,0.130888576843759,1.82953870027611
6,2300101,Abaiara,Ceará,Nordeste,11737,10,9,85.2006475249212,76.6805827724291,0.0147481592989038,0.534500781257564
7,2900108,Abaíra,Bahia,Nordeste,8739,3,3,34.3288705801579,34.3288705801579,0.0449363554398587,1.43922362369565
8,2900207,Abaré,Bahia,Nordeste,20086,12,12,59.743104650005,59.743104650005,0.131907828830037,1.70817257987122
9,4100103,Abatiá,Paraná,Sul,7457,6,6,80.4613115193778,80.4613115193778,0.0201897952706531,1.07449792829056
10,4200051,Abdon Batista,Santa Catarina,Sul,2563,2,2,78.0335544284042,78.0335544284042,0.0215542110956903,0.916697439607404
11,1500131,Abel Figueiredo,Pará,Norte,7434,6,6,80.7102502017756,80.7102502017756,0.0500731897972742,1.30356045561117
12,4200101,Abelardo Luz,Santa Catarina,Sul,17904,41,33,228.999106344951,184.316353887399,0.0863326919833298,1.75238350748399
13,3100302,Abre Campo,Minas Gerais,Sudeste,13454,18,18,133.789207670581,133.789207670581,0.0406871042849843,1.22928152572525
14,2600054,Abreu e Lima,Pernambuco,Nordeste,99990,131,108,131.013101310131,108.010801080108,0.0103472048666333,0.812613520345185
15,1700251,Abreulândia,Tocantins,Norte,2579,1,1,38.7747188832881,38.7747188832881,0.156044573582506,3.4937976948294
16,3100401,Acaiaca,Minas Gerais,Sudeste,3994,3,3,75.1126690035053,75.1126690035053,0.00881681392661449,0.516546528525998
17,2100055,Açailândia,Maranhão,Nordeste,112445,97,76,86.2643959268976,67.5885988705589,0.473329341360753,4.47424613253423
18,2900306,Acajutiba,Bahia,Nordeste,15159,8,6,52.7739296787387,39.580447259054,0.0150456642862196,0.706970804070788
19,1500206,Acará,Pará,Norte,55591,12,12,21.5862279865446,21.5862279865446,0.353115006928149,3.95607093327893
20,2300150,Acarape,Ceará,Nordeste,14929,11,11,73.682095250854,73.682095250854,0.0126393751954907,0.558007214324748
21,2300200,Acaraú,Ceará,Nordeste,62641,48,45,76.6271291965326,71.8379336217493,0.0685395968641416,2.06700666026052
22,2400109,Acari,Rio Grande do Norte,Nordeste,11136,6,6,53.8793103448276,53.8793103448276,0.04973495418011,1.08468906871531
23,2200053,Acauã,Piauí,Nordeste,7084,2,2,28.2326369282891,28.2326369282891,0.10502748602056,1.75435719183372
24,4300034,Aceguá,Rio Grande do Sul,Sul,4901,5,5,102.0199959192,102.0199959192,0.147248979063761,2.30952158560429
25,2300309,Acopiara,Ceará,Nordeste,54270,23,18,42.3806891468583,33.167495854063,0.185066488837876,2.96731549571066
26,5100102,Acorizal,Mato Grosso,Centro-Oeste,5399,2,2,37.0438970179663,37.0438970179663,0.0717142052370718,1.85530431655262
27,1200013,Acrelândia,Acre,Norte,15256,5,4,32.7739905610907,26.2191924488726,0.149057078228623,2.29210837166332
28,5200134,Acreúna,Goiás,Centro-Oeste,22366,16,14,71.5371546096754,62.595010283466,0.133201917582028,2.28785043025261
29,2400208,Açu,Rio Grande do Norte,Nordeste,58017,65,54,112.036127341986,93.0761673302653,0.106375163593427,1.6154283602144
30,3100500,Açucena,Minas Gerais,Sudeste,9470,5,5,52.7983104540655,52.7983104540655,0.069985001515704,1.78534098870111
31,3500105,Adamantina,São Paulo,Sudeste,35068,140,130,399.22436409262,370.708338086004,0.035927172507968,1.20271955874888
32,5200159,Adelândia,Goiás,Centro-Oeste,2516,4,4,158.982511923688,158.982511923688,0.00975693321390736,0.607893387523015
33,3500204,Adolfo,São Paulo,Sudeste,3562,6,6,168.444693992139,168.444693992139,0.0183695506761978,0.833896249411956
34,4100202,Adrianópolis,Paraná,Sul,5919,7,6,118.263220138537,101.36847440446,0.120455161807399,2.52867513412477
35,2900355,Adustina,Bahia,Nordeste,17040,8,8,46.9483568075117,46.9483568075117,0.0522171444295054,1.13258828769439
36,2600104,Afogados da Ingazeira,Pernambuco,Nordeste,37259,87,84,233.500630720095,225.448884833195,0.0309585745224297,0.974395580490603
37,2400307,Afonso Bezerra,Rio Grande do Norte,Nordeste,11035,4,4,36.2483008608971,36.2483008608971,0.0470178259547396,1.2044248558981
38,3200102,Afonso Cláudio,Espírito Santo,Sudeste,30586,33,33,107.892499836527,107.892499836527,0.0812880877216458,1.8577875523148
39,2100105,Afonso Cunha,Maranhão,Nordeste,6524,3,3,45.9840588595953,45.9840588595953,0.030245753907181,0.834965751110195
40,2600203,Afrânio,Pernambuco,Nordeste,19635,20,19,101.858925388337,96.7659791189203,0.122443222459424,2.13078854263315
41,1500305,Afuá,Pará,Norte,39218,14,14,35.6978938242644,35.6978938242644,0.680226939069037,4.34668143438751
42,2600302,Agrestina,Pernambuco,Nordeste,24885,31,25,124.573035965441,100.462125778581,0.0164697047127049,0.740615119466117
43,2200103,Agricolândia,Piauí,Nordeste,5139,3,3,58.3771161704612,58.3771161704612,0.00917865126186257,0.674671461559286
44,4200200,Agrolândia,Santa Catarina,Sul,10864,8,7,73.6377025036819,64.4329896907217,0.018947900798139,0.914467266188357
45,4200309,Agronômica,Santa Catarina,Sul,5448,4,4,73.4214390602056,73.4214390602056,0.0118467566438767,0.635565753828522
46,1500347,Água Azul do Norte,Pará,Norte,27430,15,15,54.6846518410499,54.6846518410499,0.581895956911012,4.63145016534244
47,3100609,Água Boa,Minas Gerais,Sudeste,13735,11,7,80.0873680378595,50.9646887513651,0.112651883795195,2.25987958794398
48,5100201,Água Boa,Mato Grosso,Centro-Oeste,25721,40,21,155.514948874461,81.6453481590918,0.628304512545981,4.89465527587101
49,2200202,Água Branca,Piauí,Nordeste,17411,13,13,74.6654413876285,74.6654413876285,0.00792469380635907,0.444861169203034
50,2500106,Água Branca,Paraíba,Nordeste,10234,10,10,97.7135040062537,97.7135040062537,0.0193825303048811,0.742483594825693
51,2700102,Água Branca,Alagoas,Nordeste,20196,20,20,99.0295107942167,99.0295107942167,0.0385290365545643,1.02444717827362
52,5000203,Água Clara,Mato Grosso do Sul,Centro-Oeste,15522,14,10,90.1945625563716,64.4246875402654,0.673939642780397,5.57377188992119
53,3100708,Água Comprida,Minas Gerais,Sudeste,1999,3,3,150.075037518759,150.075037518759,0.0424850100756089,1.13311711757781
54,4200408,Água Doce,Santa Catarina,Sul,7145,6,6,83.9748075577327,83.9748075577327,0.119258884317105,2.53935645451748
55,2100154,Água Doce do Maranhão,Maranhão,Nordeste,12571,5,5,39.7740832073821,39.7740832073821,0.0360581865618101,1.14319952533818
56,3200169,Água Doce do Norte,Espírito Santo,Sudeste,11019,4,4,36.3009347490698,36.3009347490698,0.0405323992662829,1.51268915606211
57,2900405,Água Fria,Bahia,Nordeste,16970,6,6,35.3565114908662,35.3565114908662,0.0616368103443108,1.13086189709563
58,5200175,Água Fria de Goiás,Goiás,Centro-Oeste,5735,6,6,104.62074978204,104.62074978204,0.170462262261765,2.63542081916279
59,5200209,Água Limpa,Goiás,Centro-Oeste,1850,3,3,162.162162162162,162.162162162162,0.0386512485791854,1.26360629287414
60,2400406,Água Nova,Rio Grande do Norte,Nordeste,3252,2,2,61.5006150061501,61.5006150061501,0.00414123222526541,0.26975669702414
61,2600401,Água Preta,Pernambuco,Nordeste,36771,12,12,32.6344129884964,32.6344129884964,0.0438227758278629,1.26575764256341
62,4300059,Água Santa,Rio Grande do Sul,Sul,3748,9,9,240.128068303095,240.128068303095,0.026831483394858,0.858158825779448
63,3500303,Aguaí,São Paulo,Sudeste,36305,58,37,159.757609144746,101.9143368682,0.0415171418856062,1.40752000709518
64,3100807,Aguanil,Minas Gerais,Sudeste,4486,3,3,66.8747213553277,66.8747213553277,0.0201585877733805,0.725214324389228
65,2600500,Águas Belas,Pernambuco,Nordeste,43443,19,19,43.7354694657367,43.7354694657367,0.0728690996116939,1.44319006182586
66,3500402,Águas da Prata,São Paulo,Sudeste,8180,16,16,195.59902200489,195.59902200489,0.0124703246029299,0.6395709659092
67,4200507,Águas de Chapecó,Santa Catarina,Sul,6486,5,4,77.0891150169596,61.6712920135677,0.0127206222409768,0.850622472847702
68,3500501,Águas de Lindóia,São Paulo,Sudeste,18705,44,38,235.231221598503,203.154236835071,0.00527583060363668,0.381990932544566
69,3500550,Águas de Santa Bárbara,São Paulo,Sudeste,6075,13,13,213.991769547325,213.991769547325,0.0355872327357929,1.10374219138697
70,3500600,Águas de São Pedro,São Paulo,Sudeste,3451,7,7,202.839756592292,202.839756592292,0.000317232735710604,0.0843867742178504
71,3100906,Águas Formosas,Minas Gerais,Sudeste,19207,15,14,78.0965273077524,72.8900921539022,0.0696035440824403,1.47626646678297
72,4200556,Águas Frias,Santa Catarina,Sul,2366,2,2,84.530853761623,84.530853761623,0.00691435722183087,0.597467594179489
73,5200258,Águas Lindas de Goiás,Goiás,Centro-Oeste,212440,124,91,58.3694219544342,42.835624176238,0.0158863405344505,0.69950175109027
74,4200606,Águas Mornas,Santa Catarina,Sul,6469,7,7,108.208378420158,108.208378420158,0.0299595920888578,1.00239773192679
75,3101003,Águas Vermelhas,Minas Gerais,Sudeste,13539,14,13,103.404978211094,96.0189083388729,0.105932344613223,2.37074384892674
76,4300109,Agudo,Rio Grande do Sul,Sul,16461,29,24,176.173986999575,145.79916165482,0.0499322749112707,1.65601741975175
77,3500709,Agudos,São Paulo,Sudeste,37214,115,107,309.02348578492,287.526199817273,0.0848837494783083,2.04152230000533
78,4100301,Agudos do Sul,Paraná,Sul,9371,11,11,117.383416924554,117.383416924554,0.0173375897014694,0.99358674423928
79,3200136,Águia Branca,Espírito Santo,Sudeste,9642,6,6,62.2277535780958,62.2277535780958,0.0389849373726747,1.62757116713077
80,2500205,Aguiar,Paraíba,Nordeste,5640,9,9,159.574468085106,159.574468085106,0.028213510472284,0.993151595479852
81,1700301,Aguiarnópolis,Tocantins,Norte,6733,3,3,44.5566612208525,44.5566612208525,0.0192432697429865,0.679384197272344
82,3101102,Aimorés,Minas Gerais,Sudeste,25167,35,32,139.071005682044,127.15063376644,0.116170046701029,2.2962067935074
83,2900603,Aiquara,Bahia,Nordeste,4446,2,2,44.9842555105713,44.9842555105713,0.0140504808513242,0.678245129705723
84,2300408,Aiuaba,Ceará,Nordeste,17399,14,14,80.4643945054313,80.4643945054314,0.199061274891832,2.56207341613139
85,3101201,Aiuruoca,Minas Gerais,Sudeste,6003,29,29,483.091787439614,483.091787439613,0.0568011011544058,1.41443839417718
86,4300208,Ajuricaba,Rio Grande do Sul,Sul,7024,8,8,113.895216400911,113.895216400911,0.0297108338235148,1.41407238722331
87,3101300,Alagoa,Minas Gerais,Sudeste,2674,0,0,0,0,0.0141298511113632,0.632603842985983
88,2500304,Alagoa Grande,Paraíba,Nordeste,28496,20,20,70.1852891633913,70.1852891633913,0.0262364130469308,0.812589991625431
89,2500403,Alagoa Nova,Paraíba,Nordeste,20849,15,15,71.9458966856924,71.9458966856924,0.0100060341533066,0.524091896497247
90,2500502,Alagoinha,Paraíba,Nordeste,14489,10,10,69.0178756297881,69.0178756297881,0.00793564543495506,0.453533697408792
91,2600609,Alagoinha,Pernambuco,Nordeste,14636,9,9,61.4922109866084,61.4922109866084,0.0177746987652085,0.591533959427692
92,2200251,Alagoinha do Piauí,Piauí,Nordeste,7651,4,4,52.2807476146909,52.2807476146909,0.0438412297433217,0.950143068024215
93,2900702,Alagoinhas,Bahia,Nordeste,151596,311,196,205.150531676298,129.291010316895,0.0587570164182978,1.31901648003809
94,3500758,Alambari,São Paulo,Sudeste,6025,8,8,132.780082987552,132.780082987552,0.0141137886274691,0.695510313021305
95,3101409,Albertina,Minas Gerais,Sudeste,3007,3,3,99.767209843698,99.767209843698,0.00508033403286845,0.390549520313478
96,2100204,Alcântara,Maranhão,Nordeste,22097,6,6,27.1530071955469,27.1530071955469,0.118542537609571,2.02552027263243
97,2300507,Alcântaras,Ceará,Nordeste,11714,5,5,42.6839679016561,42.6839679016561,0.011281946477169,0.606221486580384
98,2500536,Alcantil,Paraíba,Nordeste,5492,7,7,127.458120903132,127.458120903132,0.0250782006346242,0.860499403821839
99,5000252,Alcinópolis,Mato Grosso do Sul,Centro-Oeste,5343,7,7,131.012539771664,131.012539771664,0.375786527534501,4.12997236481427
100,2900801,Alcobaça,Bahia,Nordeste,22470,24,24,106.809078771696,106.809078771696,0.125955592176297,1.7425154369307
101,2100303,Aldeias Altas,Maranhão,Nordeste,26532,8,8,30.1522689582391,30.1522689582391,0.158257808684581,2.01177820603083
102,4300307,Alecrim,Rio Grande do Sul,Sul,5950,7,7,117.647058823529,117.647058823529,0.0289660865188353,1.10671560739938
103,3200201,Alegre,Espírito Santo,Sudeste,30084,62,43,206.089615742587,142.933120595665,0.0669425150061898,1.73750207054233
104,4300406,Alegrete,Rio Grande do Sul,Sul,73589,114,104,154.914457323785,141.325469839242,0.727947277848443,5.78109780973047
105,2200277,Alegrete do Piauí,Piauí,Nordeste,4915,3,3,61.0376398779247,61.0376398779247,0.0199542059639839,0.619336566416077
106,4300455,Alegria,Rio Grande do Sul,Sul,3464,4,3,115.473441108545,86.6050808314088,0.0158156458621761,0.998141383425508
107,3101508,Além Paraíba,Minas Gerais,Sudeste,35362,68,52,192.296815790962,147.050506193089,0.0445716348803558,1.45098578727733
108,1500404,Alenquer,Pará,Norte,56789,15,15,26.4135660075015,26.4135660075015,1.92131568878889,11.2696436343375
109,2400505,Alexandria,Rio Grande do Norte,Nordeste,13577,38,29,279.885099801134,213.596523532445,0.0311564383572858,1.07023895256781
110,5200308,Alexânia,Goiás,Centro-Oeste,27653,27,24,97.6385925577695,86.7898600513507,0.0716180298517202,1.48233730380403
111,3101607,Alfenas,Minas Gerais,Sudeste,79996,306,276,382.519125956298,345.017250862543,0.0740693925278038,1.74481715648848
112,3200300,Alfredo Chaves,Espírito Santo,Sudeste,14601,22,18,150.674611327991,123.279227450175,0.0533339881828283,1.68475589719222
113,3500808,Alfredo Marcondes,São Paulo,Sudeste,4166,4,4,96.0153624579933,96.0153624579933,0.0103952749873315,0.553634221988467
114,3101631,Alfredo Vasconcelos,Minas Gerais,Sudeste,6907,5,5,72.3903286520921,72.3903286520921,0.0113744009009338,0.659585336662186
115,4200705,Alfredo Wagner,Santa Catarina,Sul,10036,5,5,49.820645675568,49.820645675568,0.0670455282842113,1.31079517945758
116,2500577,Algodão de Jandaíra,Paraíba,Nordeste,2567,2,2,77.9119594857811,77.9119594857811,0.0180197276113461,0.817209519042371
117,2500601,Alhandra,Paraíba,Nordeste,19588,30,30,153.154992852767,153.154992852767,0.0149592380002446,0.788593615203536
118,2600708,Aliança,Pernambuco,Nordeste,38386,13,11,33.8665138331683,28.6562809357578,0.0222991729227431,0.818595509089296
119,1700350,Aliança do Tocantins,Tocantins,Norte,5390,2,2,37.1057513914657,37.1057513914657,0.130824732492556,2.45146407603447
120,2900900,Almadina,Bahia,Nordeste,5464,4,4,73.2064421669107,73.2064421669107,0.0205798059093922,0.61941122665605
121,1700400,Almas,Tocantins,Norte,7055,3,3,42.5230333097094,42.5230333097094,0.3324641477098,4.17953857683187
122,1500503,Almeirim,Pará,Norte,34109,19,17,55.7037731976898,49.8402181242487,5.92804208800177,17.137101533222
123,3101706,Almenara,Minas Gerais,Sudeste,41896,56,51,133.664311628795,121.72999809051,0.19380275028351,2.92609681568098
124,2400604,Almino Afonso,Rio Grande do Norte,Nordeste,4735,2,2,42.2386483632524,42.2386483632524,0.0104605193328524,0.599157167508035
125,4100400,Almirante Tamandaré,Paraná,Sul,118623,78,62,65.7545332692648,52.2664238806977,0.0174563952318749,0.798191826562272
126,4300471,Almirante Tamandaré do Sul,Rio Grande do Sul,Sul,1964,2,2,101.83299389002,101.83299389002,0.0243737756441078,1.31297399033743
127,5200506,Aloândia,Goiás,Centro-Oeste,1995,1,1,50.125313283208,50.125313283208,0.00870090676841073,0.444623601128411
128,3101805,Alpercata,Minas Gerais,Sudeste,7424,2,2,26.9396551724138,26.9396551724138,0.0143248937390581,0.728142571280248
129,4300505,Alpestre,Rio Grande do Sul,Sul,6258,8,8,127.836369447108,127.836369447108,0.0295745965462402,1.22777051381955
130,3101904,Alpinópolis,Minas Gerais,Sudeste,19853,33,29,166.221729713393,146.073641263285,0.0394687003593504,1.39078080299833
131,5100250,Alta Floresta,Mato Grosso,Centro-Oeste,51782,97,78,187.323780464254,150.631493569194,0.738427204133018,5.55663750226317
132,1100015,Alta Floresta D'Oeste,Rondônia,Norte,22945,21,19,91.5232076705165,82.8067117018958,0.587648280508063,5.80735040285881
133,3500907,Altair,São Paulo,Sudeste,4160,12,12,288.461538461538,288.461538461538,0.0271093816951407,0.991231722701844
134,1500602,Altamira,Pará,Norte,114594,122,113,106.46281655235,98.6090022165209,13.0473261627722,29.8978570861169
135,2100402,Altamira do Maranhão,Maranhão,Nordeste,8128,6,6,73.8188976377953,73.8188976377953,0.0427105970885577,1.24385890212692
136,4100459,Altamira do Paraná,Paraná,Sul,1942,4,4,205.973223480948,205.973223480947,0.03455150665377,1.7990993651145
137,2300606,Altaneira,Ceará,Nordeste,7586,9,9,118.639599261798,118.639599261798,0.00599792020423706,0.501715416136263
138,3102001,Alterosa,Minas Gerais,Sudeste,14466,6,6,41.4765657403567,41.4765657403567,0.0314948755718092,1.04622383221328
139,2600807,Altinho,Pernambuco,Nordeste,22972,13,11,56.590632073829,47.8843809855476,0.0371598950234215,0.942459334461532
140,3501004,Altinópolis,São Paulo,Sudeste,16184,30,26,185.36826495304,160.652496292635,0.0807092207940627,1.94506714005146
141,1400050,Alto Alegre,Roraima,Norte,15510,17,17,109.606705351386,109.606705351386,2.09519145700578,11.5500937369449
142,3501103,Alto Alegre,São Paulo,Sudeste,4099,7,7,170.77335935594,170.77335935594,0.0277878615647751,0.910227778866595
143,4300554,Alto Alegre,Rio Grande do Sul,Sul,1638,2,2,122.100122100122,122.100122100122,0.0105775396516492,0.691637134807706
144,2100436,Alto Alegre do Maranhão,Maranhão,Nordeste,27053,34,34,125.679222267401,125.679222267401,0.0312226367785939,0.765254290645989
145,2100477,Alto Alegre do Pindaré,Maranhão,Nordeste,31919,14,14,43.861023215013,43.861023215013,0.152737962019216,2.59299562136875
146,1100379,Alto Alegre dos Parecis,Rondônia,Norte,13241,6,6,45.3137980515067,45.3137980515067,0.329295765580753,4.2249944524535
147,5100300,Alto Araguaia,Mato Grosso,Centro-Oeste,19044,21,18,110.270951480781,94.5179584120983,0.459262074493097,5.50720582582591
148,4200754,Alto Bela Vista,Santa Catarina,Sul,1937,4,4,206.504904491482,206.504904491482,0.00948965172756289,0.820179973826464
149,5100359,Alto Boa Vista,Mato Grosso,Centro-Oeste,6822,3,3,43.9753737906772,43.9753737906772,0.185846972233549,2.99420773131504
150,3102050,Alto Caparaó,Minas Gerais,Sudeste,5847,4,4,68.4111510176159,68.4111510176159,0.00897629466237504,0.555976634475057
151,2400703,Alto do Rodrigues,Rio Grande do Norte,Nordeste,14529,14,12,96.3590061256797,82.5934338220112,0.0156107553150235,0.744948489778916
152,4300570,Alto Feliz,Rio Grande do Sul,Sul,3028,7,7,231.175693527081,231.175693527081,0.00732580800388405,0.402591982800494
153,5100409,Alto Garças,Mato Grosso,Centro-Oeste,12030,4,4,33.2502078137988,33.2502078137988,0.327858433309075,3.59244777368669
154,5200555,Alto Horizonte,Goiás,Centro-Oeste,6414,5,4,77.9544745868413,62.363579669473,0.0421770129678976,1.18396979685066
155,3153509,Alto Jequitibá,Minas Gerais,Sudeste,8317,2,2,24.0471323794638,24.0471323794638,0.0131801699400853,0.773638085947529
156,2200301,Alto Longá,Piauí,Nordeste,14304,7,7,48.9373601789709,48.9373601789709,0.14179158167552,1.82220328014795
157,5100508,Alto Paraguai,Mato Grosso,Centro-Oeste,11356,3,3,26.4177527298344,26.4177527298344,0.15485433699547,3.07701748271814
158,1100403,Alto Paraíso,Rondônia,Norte,21428,5,5,23.3339555721486,23.3339555721486,0.218449901612075,3.62342190993526
159,4128625,Alto Paraíso,Paraná,Sul,2741,2,2,72.9660707770887,72.9660707770886,0.0855756590765395,1.26175472158685
160,5200605,Alto Paraíso de Goiás,Goiás,Centro-Oeste,7624,11,10,144.281217208814,131.164742917104,0.217184606561773,3.18654573081737
161,4100608,Alto Paraná,Paraná,Sul,14770,8,7,54.1638456330399,47.39336492891,0.0359303598041834,1.00591911428053
162,2100501,Alto Parnaíba,Maranhão,Nordeste,11190,7,6,62.5558534405719,53.6193029490617,0.916669443889049,5.0747990300654
163,4100707,Alto Piquiri,Paraná,Sul,9836,11,9,111.834078893859,91.5006100040667,0.0397523951360199,0.982353044904456
164,3102100,Alto Rio Doce,Minas Gerais,Sudeste,11000,8,6,72.7272727272727,54.5454545454545,0.045014422272402,1.46774444553788
165,3200359,Alto Rio Novo,Espírito Santo,Sudeste,7836,9,9,114.854517611026,114.854517611026,0.0195322697443885,0.911573143352962
166,2300705,Alto Santo,Ceará,Nordeste,17146,11,11,64.1549049340954,64.1549049340954,0.10920966507517,1.83520860169121
167,5100607,Alto Taquari,Mato Grosso,Centro-Oeste,10847,7,6,64.533972526966,55.3148335945423,0.12276691226225,2.46030978457518
168,4100509,Altônia,Paraná,Sul,22056,18,18,81.6104461371056,81.6104461371056,0.058658444078219,1.27651223267806
169,2200400,Altos,Piauí,Nordeste,40524,36,34,88.8362451880367,83.9008982331458,0.0780914267627679,1.18784820096413
170,3501152,Alumínio,São Paulo,Sudeste,18628,29,21,155.679622074297,112.733519433111,0.00739735221725368,0.503543744707209
171,1300029,Alvarães,Amazonas,Norte,16041,6,6,37.4041518608566,37.4041518608566,0.482208313465421,4.93490696372564
172,3102209,Alvarenga,Minas Gerais,Sudeste,3907,2,2,51.1901714870745,51.1901714870745,0.0239270872729662,0.971980489110103
173,3501202,Álvares Florence,São Paulo,Sudeste,3679,3,3,81.5438977983148,81.5438977983148,0.0313398200000847,1.02298313909256
174,3501301,Álvares Machado,São Paulo,Sudeste,24915,83,82,333.132651013446,329.119004615693,0.0304317154233331,1.04474419398325
175,3501400,Álvaro de Carvalho,São Paulo,Sudeste,5227,4,4,76.5257317773101,76.5257317773101,0.0134467970068499,0.683583761952812
176,3501509,Alvinlândia,São Paulo,Sudeste,3222,4,4,124.146492861577,124.146492861577,0.00744667428921275,0.471313781534553
177,3102308,Alvinópolis,Minas Gerais,Sudeste,15203,19,18,124.975333815694,118.3976846675,0.0517796082703512,1.39753887173621
178,1700707,Alvorada,Tocantins,Norte,8412,18,18,213.98002853067,213.98002853067,0.100770781200083,1.86076077374929
179,4300604,Alvorada,Rio Grande do Sul,Sul,210305,208,168,98.9039728014075,79.883978031906,0.00666693412017594,0.511999306286757
180,1100346,Alvorada D'Oeste,Rondônia,Norte,14411,5,4,34.6957185483311,27.7565748386649,0.250841562796438,3.99103282021796
181,3102407,Alvorada de Minas,Minas Gerais,Sudeste,3606,3,3,83.1946755407654,83.1946755407654,0.0320486902784864,1.1315528017148
182,2200459,Alvorada do Gurguéia,Piauí,Nordeste,5419,1,1,18.4535892231039,18.4535892231039,0.175054941440521,2.19207457199917
183,5200803,Alvorada do Norte,Goiás,Centro-Oeste,8660,4,3,46.189376443418,34.6420323325635,0.105620516126635,2.77927704349864
184,4100806,Alvorada do Sul,Paraná,Sul,11406,10,10,87.6731544800982,87.6731544800982,0.0373155326999495,1.14082202094786
185,1400027,Amajari,Roraima,Norte,12796,12,12,93.7793060331354,93.7793060331354,2.31792454660908,14.3636052700504
186,5000609,Amambai,Mato Grosso do Sul,Centro-Oeste,39396,34,23,86.303177987613,58.3815615798558,0.370552381540733,3.34489999735826
187,1600105,Amapá,Amapá,Norte,9109,5,5,54.8907673729279,54.8907673729279,0.745136592026142,6.50749818368397
188,2100550,Amapá do Maranhão,Maranhão,Nordeste,6962,2,2,28.7273771904625,28.7273771904625,0.0408332645684268,0.915399430930467
189,4100905,Amaporã,Paraná,Sul,6257,7,7,111.874700335624,111.874700335624,0.0339178484538252,0.910058935892152
190,2600906,Amaraji,Pernambuco,Nordeste,22829,8,8,35.0431468745893,35.0431468745893,0.019287853958275,0.64735841993488
191,4300638,Amaral Ferrador,Rio Grande do Sul,Sul,7031,5,5,71.1136395960745,71.1136395960745,0.0477381246114419,1.43188164738455
192,5200829,Amaralina,Goiás,Centro-Oeste,3812,4,4,104.931794333683,104.931794333683,0.112303947455075,3.04771301355841
193,2200509,Amarante,Piauí,Nordeste,17598,15,15,85.236958745312,85.236958745312,0.0944177538713689,1.90564007627972
194,2100600,Amarante do Maranhão,Maranhão,Nordeste,41435,25,25,60.3354651864366,60.3354651864366,0.60680429850197,4.18132415644437
195,2901007,Amargosa,Bahia,Nordeste,37241,58,48,155.742327005182,128.890201659461,0.0359732249302169,1.19074650489173
196,1300060,Amaturá,Amazonas,Norte,11536,7,7,60.6796116504854,60.6796116504854,0.386899855353221,3.63852207147185
197,2901106,Amélia Rodrigues,Bahia,Nordeste,25102,13,12,51.7887020954506,47.8049557804159,0.014422813898193,0.591815436253471
198,2901155,América Dourada,Bahia,Nordeste,16094,11,11,68.3484528395675,68.3484528395675,0.068120951877944,1.47225396369638
199,3501608,Americana,São Paulo,Sudeste,239597,668,339,278.801487497757,141.487581230149,0.0117710796497477,0.667726561162237
200,5200852,Americano do Brasil,Goiás,Centro-Oeste,6111,7,7,114.54753722795,114.54753722795,0.0112910728411748,0.799345918155317
201,3501707,Américo Brasiliense,São Paulo,Sudeste,40504,167,164,412.304957535058,404.898281651195,0.010718041610744,0.591131929573617
202,3501806,Américo de Campos,São Paulo,Sudeste,5969,5,5,83.7661249790585,83.7661249790585,0.0218676100836319,1.01548474981118
203,4300646,Ametista do Sul,Rio Grande do Sul,Sul,7409,6,6,80.9825887434202,80.9825887434202,0.00852807375383691,0.636180776040807
204,2300754,Amontada,Ceará,Nordeste,43452,12,12,27.6166804750069,27.6166804750069,0.0959356736458403,1.68392178663557
205,5200902,Amorinópolis,Goiás,Centro-Oeste,3126,5,5,159.948816378759,159.948816378759,0.0345991945109745,1.18655674794773
206,2500734,Amparo,Paraíba,Nordeste,2238,1,1,44.6827524575514,44.6827524575514,0.00999468204088316,0.45361962607436
207,3501905,Amparo,São Paulo,Sudeste,72195,296,206,410.000692568737,285.338319828243,0.0391378256382495,1.23843528359709
208,2800100,Amparo de São Francisco,Sergipe,Nordeste,2374,1,1,42.12299915754,42.12299915754,0.00291475352923953,0.273330508172321
209,3102506,Amparo do Serra,Minas Gerais,Sudeste,4713,4,4,84.8716316571186,84.8716316571186,0.0117946211639151,0.779323038416995
210,4101002,Ampére,Paraná,Sul,19152,17,12,88.7635756056809,62.65664160401,0.0268794120503344,1.36685736607648
211,2700201,Anadia,Alagoas,Nordeste,17545,10,10,56.9962952408093,56.9962952408094,0.0153336210432258,0.602200324252907
212,2901205,Anagé,Bahia,Nordeste,22005,21,21,95.4328561690525,95.4328561690525,0.11208984481442,2.18668402624763
213,4101051,Anahy,Paraná,Sul,2801,1,1,35.7015351660121,35.7015351660121,0.00915347807529088,0.628206471761632
214,1500701,Anajás,Pará,Norte,29277,3,3,10.2469515319193,10.2469515319193,0.561685148875509,4.1422835471281
